APTITUD_PI,NOM_DEP,NOM_PROV,NOM_DIST,SUPERFICIE_HA
FORESTAL PRODUCTIVO,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,1065.644184
PECUARIO,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,16962.95195
PECUARIO,JUNIN,HUANCAYO,HUAYUCACHI,293.9978309
PECUARIO,PASCO,OXAPAMPA,VILLA RICA,3027.089105
PECUARIO,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,108.6509393
PROTECCION,JUNIN,JAUJA,MUQUIYAUYO,328.3186506
PECUARIO,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,898.3613162
AGRICOLA,JUNIN,JAUJA,YAUYOS,1469.670358
PROTECCION,SAN MARTIN,EL DORADO,AGUA BLANCA,54.24663533
PECUARIO,JUNIN,JAUJA,RICRAN,11219.1003
PECUARIO,HUANUCO,HUANUCO,CHINCHAO,7803.570116
AGRICOLA,ANCASH,HUARMEY,HUAYAN,905.1296966
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,PILLCO MARCA,1179.456479
PROTECCION,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,20.82619266
FORESTAL PRODUCTIVO,HUANUCO,PACHITEA,UMARI,1003.293677
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,PILCOMAYO,55.16566826
AGRICOLA,SAN MARTIN,SAN MARTIN,EL PORVENIR,1302.327751
PROTECCION,CAJAMARCA,CHOTA,LAJAS,449.0728123
PROTECCION,JUNIN,HUANCAYO,HUANCAYO,14589.32294
AGRICOLA,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,87.82668067
PECUARIO,PASCO,OXAPAMPA,POZUZO,21.42179255
AGRICOLA,CAJAMARCA,JAEN,PUCARA,1283.94117
AGRICOLA,JUNIN,JAUJA,PACCHA,693.0972398
OTROS / SIN CLASIFICAR,HUANUCO,PUERTO INCA,HONORIA,1968.199513
PECUARIO,CAJAMARCA,CAJABAMBA,CONDEBAMBA,2621.726427
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,HUACRAPUQUIO,0.126475296
FORESTAL PRODUCTIVO,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,83.00933904
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,CATILLUC,5994.077963
PECUARIO,HUANUCO,YAROWILCA,CHORAS,13.21334143
AGRICOLA,ANCASH,RECUAY,COTAPARACO,2346.701678
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,407.2171514
PROTECCION,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,3362.888201
PROTECCION,HUANUCO,AMBO,CONCHAMARCA,1206.131439
PROTECCION,ANCASH,SIHUAS,SICSIBAMBA,1330.894465
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,YONAN,23707.61685
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,HUASMIN,6927.284685
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,PUCAYACU,23923.86791
PROTECCION,ANCASH,CORONGO,BAMBAS,15041.0722
AGRICOLA,JUNIN,CHUPACA,AHUAC,1687.017904
PECUARIO,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,3421.81797
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,LLAPA,2135.102619
